,label,review
5280,0,doesn't come close to justifying the hype that surrounded its debut at the sundance film festival two years ago . 
3665,0,"helmer hudlin tries to make a hip comedy , but his dependence on slapstick defeats the possibility of creating a more darkly edged tome . "
7501,1,it's technically sumptuous but also almost wildly alive . 
7830,1,"it's bright , pristine style and bold colors make it as much fun as reading an oversized picture book before bedtime . "
10552,1,"like its title character , this nicholas nickleby finds itself in reduced circumstances -- and , also like its hero , it remains brightly optimistic , coming through in the end . "
728,0,"despite terrific special effects and funnier gags , harry potter and the chamber of secrets finds a way to make j . k . rowling's marvelous series into a deadly bore . "
7960,1,"smart and alert , thirteen conversations about one thing is a small gem . "
5425,1,"if nothing else , this movie introduces a promising , unusual kind of psychological horror . "
7754,1,"though frodo's quest remains unfulfilled , a hardy group of determined new zealanders has proved its creative mettle . "
6132,1,"más sarcástica , divertida y demencial que su predecesora , es un buen ejemplo de lo que es el cine de entretenimiento puro y sin complejos . "
7637,1," ( danny huston gives ) an astounding performance that deftly , gradually reveals a real human soul buried beneath a spellbinding serpent's smirk . "
4727,0,"i found it slow , predictable and not very amusing . "
2725,0,"after seeing swept away , i feel sorry for madonna . "
4617,0,witless and utterly pointless . 
9635,1,"a perceptive , good-natured movie . "
8410,1,"this is a visually stunning rumination on love , memory , history and the war between art and commerce . "
1368,0,this is the first full scale wwii flick from hong kong's john woo . he's not good with people . 
1648,0,the kind of spectacularly misconceived enterprise that only a sophisticated cinephile could have perpetrated . 
6881,1,"majidi is an unconventional storyteller , capable of finding beauty in the most depressing places . "
5557,1,all but the most persnickety preteens should enjoy this nonthreatening but thrilling adventure . 
5561,1,polished korean political-action film is just as good -- and bad -- as hollywood action epics . is this progress ? 
9870,1,"if signs is a good film , and it is , the essence of a great one is in there somewhere . "
3787,0,"despite all the closed-door hanky-panky , the film is essentially juiceless . "
1569,0,"it's hard to like a film about a guy who is utterly unlikeable , and shiner , starring michael caine as an aging british boxing promoter desperate for a taste of fame and fortune , is certainly that . "
5636,1,"asia authors herself as anna battista , an italian superstar and aspiring directress who just happens to be her own worst enemy . "
4399,0,"for every articulate player , such as skateboarder tony hawk or bmx rider mat hoffman , are about a half dozen young turks angling to see how many times they can work the words "" radical "" or "" suck "" into a sentence . "
4409,0,"an unremittingly ugly movie to look at , listen to , and think about , it is quite possibly the sturdiest example yet of why the dv revolution has cheapened the artistry of making a film . "
9506,1,"massoud's story is an epic , but also a tragedy , the record of a tenacious , humane fighter who was also the prisoner ( and ultimately the victim ) of history . "
4942,0,an unsophisticated sci-fi drama that takes itself all too seriously . 
2528,0,an instant candidate for worst movie of the year . 
8281,1, . . . a thoughtful what-if for the heart as well as the mind . 
8265,1,"michael moore has perfected the art of highly entertaining , self-aggrandizing , politically motivated documentary-making , and he's got as potent a topic as ever here . "
3270,0,"i could just feel the screenwriter at every moment 'tap , tap , tap , tap , tapping away' on this screenplay . "
10005,1,that the e-graveyard holds as many good ideas as bad is the cold comfort that chin's film serves up with style and empathy . 
3808,0,the central character isn't complex enough to hold our interest . 
6502,1,"if the count of monte cristo doesn't transform caviezel into a movie star , then the game is even more rigged than it was two centuries ago . "
397,0,"parker updates the setting in an attempt to make the film relevant today , without fully understanding what it was that made the story relevant in the first place . "
3690,0,"despite its promising cast of characters , big trouble remains a loosely tied series of vignettes which only prove that 'zany' doesn't necessarily mean 'funny . '"
9148,1,"in between all the emotional seesawing , it's hard to figure the depth of these two literary figures , and even the times in which they lived . but they fascinate in their recklessness . "
8111,1,narc is a no-bull throwback to 1970s action films . it zips along with b-movie verve while adding the rich details and go-for-broke acting that heralds something special . 
3051,0,"a frantic search for laughs , with a hit-to-miss ratio that doesn't exactly favour the audience . "
4751,0,it's actually too sincere -- the crime movie equivalent of a chick flick . 
3364,0,"this is a film about the irksome , tiresome nature of complacency that remains utterly satisfied to remain the same throughout . even as the hero of the story rediscovers his passion in life , the mood remains oddly detached . "
2884,0,"it seems just a long , convoluted ploy to get men into drag -- period drag , no less . "
2218,0,first-time director joão pedro rodrigues' unwillingness to define his hero's background or motivations becomes more and more frustrating as the film goes on . 
6669,1,it's an offbeat treat that pokes fun at the democratic exercise while also examining its significance for those who take part . 
8154,1,"' . . . despite lagging near the finish line , the movie runs a good race , one that will have you at the edge of your seat for long stretches . '"
8078,1,"while not quite a comedy , the film tackles its relatively serious subject with an open mind and considerable good cheer , and is never less than engaging . "
6616,1,"offers much to enjoy . . . and a lot to mull over in terms of love , loyalty and the nature of staying friends . "
7545,1,"like a veteran head cutter , barbershop is tuned in to its community . "
2592,0,the average local news columnist has a bigger rant on the war between modern landscape architecture and small-town america . 
2698,0,abandons all pretense of creating historical context and waltzes off into a hectic soap about the ups and downs of the heavy breathing between the two artists . 
2420,0,"sometimes , fond memories should stay in the past : a lesson this film teaches all too well . "
10532,1," . it's a testament to the film's considerable charm that it succeeds in entertaining , despite playing out like a feature-length sitcom replete with stereotypical familial quandaries . there's a sheer unbridled delight in the way the story unfurls . . . "
5133,0,"the beautiful images and solemn words cannot disguise the slack complacency of [godard's] vision , any more than the gorgeous piano and strings on the soundtrack can drown out the tinny self-righteousness of his voice . "
1025,0,an unsuccessful attempt at a movie of ideas . 
1197,0,it gets old quickly . watch barbershop again if you're in need of a cube fix--this isn't worth sitting through . 
7884,1,"this is a harrowing movie about how parents know where all the buttons are , and how to push them . "
10486,1,what sets this romantic comedy apart from most hollywood romantic comedies is its low-key way of tackling what seems like done-to-death material . 
6638,1,holm . . . embodies the character with an effortlessly regal charisma . 
7283,1,"coppola's directorial debut is an incredibly layered and stylistic film that , despite a fairly slow paced , almost humdrum approach to character development , still manages at least a decent attempt at meaningful cinema . "
4632,0,"de ayala is required to supply too much of the energy in a film that is , overall , far too staid for its subject matter . "
7945,1,a moving and weighty depiction of one family's attempts to heal after the death of a child . 
1007,0,lame sweet home leaves no southern stereotype unturned . 
3705,0,an imponderably stilted and self-consciously arty movie . 
3013,0,"without a strong script and energetic acting , dogma films can produce the same sleep-inducing effects as watching your neighbor's home videos . "
3949,0,"impostor doesn't do much with its template , despite a remarkably strong cast . "
4394,0,"for a film that celebrates radical , nonconformist values , what to do in case of fire ? lazily and glumly settles into a most traditional , reserved kind of filmmaking . "
7551,1,"watching this gentle , mesmerizing portrait of a man coming to terms with time , you barely realize your mind is being blown . "
6228,1,"reinforces the talents of screenwriter charlie kaufman , creator of adaptation and being john malkovich . "
2333,0,"between bedroom scenes , viewers may find themselves wishing they could roll over and take a nap . "
4108,0,robin williams departs from his fun friendly demeanor in exchange for a darker unnerving role . 
6560,1,rare birds has more than enough charm to make it memorable . 
9120,1,"often messy and frustrating , but very pleasing at its best moments , it's very much like life itself . "
2855,0,"not a cheap slasher flick , as the subject matter would suggest , but is a little like a nature film , showing a patient predator and his foolish prey . "
3897,0,what a pity . . . that the material is so second-rate . 
742,0,it's just not very smart . 
6248,1,"we can see the wheels turning , and we might resent it sometimes , but this is still a nice little picture , made by bright and friendly souls with a lot of good cheer . "
10547,1,a quirky comedy set in newfoundland that cleverly captures the dry wit that's so prevalent on the rock . 
2013,0,every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable . something like scrubbing the toilet . or emptying rat traps . or doing last year's taxes with your ex-wife . 
7290,1,beautifully produced . 
5809,1,one scarcely needs the subtitles to enjoy this colorful action farce . 
7933,1,"at its most basic , this cartoon adventure is that wind-in-the-hair exhilarating . "
8242,1,"in its treatment of the dehumanizing and ego-destroying process of unemployment , time out offers an exploration that is more accurate than anything i have seen in an american film . "
4872,0," "" one look at a girl in tight pants and big tits and you turn stupid ? "" um… . . isn't that the basis for the entire plot ? "
1938,0,the character of zigzag is not sufficiently developed to support a film constructed around him . 
6787,1,"the special effects and many scenes of weightlessness look as good or better than in the original , while the oscar-winning sound and james horner's rousing score make good use of the hefty audio system . "
5804,1,maguire is a surprisingly effective peter/spider-man . 
7285,1,wang xiaoshuai directs this intricately structured and well-realized drama that presents a fascinating glimpse of urban life and the class warfare that embroils two young men . 
5012,0,"if it were any more of a turkey , it would gobble in dolby digital stereo . if nothing else , "" rollerball "" 2002 may go down in cinema history as the only movie ever in which the rest of the cast was outshined by ll cool j . "
6708,1,"the movie is for fans who can't stop loving anime , and the fanatical excess built into it . "
3356,0,"so muddled , repetitive and ragged that it says far less about the horrifying historical reality than about the filmmaker's characteristic style . "
3369,0,"a timid , soggy near miss . "
5172,0,"unfortunately , the experience of actually watching the movie is less compelling than the circumstances of its making . "
5724,1,kinnear gives a tremendous performance . 
377,0,"unsurprisingly , the way this all works out makes the women look more like stereotypical caretakers and moral teachers , instead of serious athletes . "
6500,1,"instead of a hyperbolic beat-charged urban western , it's an unpretentious , sociologically pointed slice of life . "
1149,0,"it's a very sincere work , but it would be better as a diary or documentary . "
1279,0,"like coming into a long-running , well-written television series where you've missed the first half-dozen episodes and probably won't see the next six . "
9400,1,a moving story of determination and the human spirit . 
3582,0,"the movie wavers between hallmark card sentimentality and goofy , life-affirming moments straight out of a cellular phone commercial . "
2042,0,"it doesn't quite deserve the gong , but there are more fascinating acts than "" confessions of a dangerous mind . "" "
1144,0,"the soul-searching deliberateness of the film , although leavened nicely with dry absurdist wit , eventually becomes too heavy for the plot . "
2773,0,"this kind of dark comedy requires a delicate , surgical touch . but director danny devito and screenwriter adam resnick ( remember cabin boy ? ) just pound away . "
1442,0,clare peploe's airless movie adaptation could use a little american pie-like irreverence . 
9895,1,"though its story is only surface deep , the visuals and enveloping sounds of blue crush make this surprisingly decent flick worth a summertime look-see . "
3818,0,a potentially good comic premise and excellent cast are terribly wasted . 
1285,0,the story the movie tells is of brian de palma's addiction to the junk-calorie suspense tropes that have all but ruined his career . 
1933,0,"as 'chick flicks' go , this one is pretty miserable , resorting to string-pulling rather than legitimate character development and intelligent plotting . "
8817,1,harmless fun . 
10020,1,together [time out and human resources] establish mr . cantet as france's foremost cinematic poet of the workplace . 
374,0,"labute can't avoid a fatal mistake in the modern era : he's changed the male academic from a lower-class brit to an american , a choice that upsets the novel's exquisite balance and shreds the fabric of the film . "
5532,1,"as an entertainment , the movie keeps you diverted and best of all , it lightens your wallet without leaving a sting . "
2365,0,a modest and messy metaphysical thriller offering more questions than answers . 
1262,0," . . . tara reid plays a college journalist , but she looks like the six-time winner of the miss hawaiian tropic pageant , so i don't know what she's doing in here . . . "
8485,1," "" spider-man is better than any summer blockbuster we had to endure last summer , and hopefully , sets the tone for a summer of good stuff . if you're a comic fan , you can't miss it . if you're not , you'll still have a good time . "" "
6786,1,"a gorgeous , witty , seductive movie . "
4320,0,not good enough to pass for a litmus test of the generation gap and not bad enough to repulse any generation of its fans . 
7376,1,a disturbing examination of what appears to be the definition of a 'bad' police shooting . 
2052,0,"the film takes too long getting to the good stuff , then takes too long figuring out what to do next . "
10265,1,quietly engaging . 
2882,0,"once the audience figure out what's being said , the filmmaker's relative passivity will make it tough for them to really care . "
8010,1,"a riveting profile of law enforcement , and a visceral , nasty journey into an urban hades . "
3873,0,"neither as scary-funny as tremors nor demented-funny as starship troopers , the movie isn't tough to take as long as you've paid a matinee price . "
8458,1,"'possession , ' based on the book by a . s . byatt , demands that labute deal with the subject of love head-on ; trading in his cynicism for reverence and a little wit"
7989,1,"a breezy blend of art , history , esoteric musings and philosophy . "
584,0,"this is an ungainly movie , ill-fitting , with its elbows sticking out where the knees should be . "
9702,1,"full of detail about the man and his country , and is well worth seeing . "
6981,1,"an enthralling aesthetic experience , one that's steeped in mystery and a ravishing , baroque beauty . "
4245,0,"the film doesn't really care about the thousands of americans who die hideously , it cares about how ryan meets his future wife and makes his start at the cia . "
5587,1,"the movie has a soft , percolating magic , a deadpan suspense . "
7015,1,"it strikes hardest… when it reminds you how pertinent its dynamics remain . fifty years after the fact , the world's political situation seems little different , and [director phillip] noyce brings out the allegory with remarkable skill . "
9918,1,"boasts a handful of virtuosic set pieces and offers a fair amount of trashy , kinky fun . "
1287,0,"generic slasher-movie nonsense , but it's not without style . "
5301,0,"like the tuck family themselves , this movie just goes on and on and on and on"
4596,0,a movie to forget
5592,1,"as a witness to several greek-american weddings -- but , happily , a victim of none -- i can testify to the comparative accuracy of ms . vardalos' memories and insights . "
5818,1,few films this year have been as resolute in their emotional nakedness . 
2504,0,"a long-winded , predictable scenario . "
1331,0,"as a kind of colorful , dramatized pbs program , frida gets the job done . but , for that , why not watch a documentary ? "
8488,1,the movie is a trove of delights . 
8898,1,"you don't need to know your ice-t's from your cool-j's to realize that as far as these shootings are concerned , something is rotten in the state of california . "
5486,1,"sweet home alabama "" is what it is – a nice , harmless date film . . . "
5473,1,"like mike doesn't win any points for originality . it does succeed by following a feel-good formula with a winning style , and by offering its target audience of urban kids some welcome role models and optimism . "
4351,0,"with little visible talent and no energy , colin hanks is in bad need of major acting lessons and maybe a little coffee . "
4647,0,a movie that seems motivated more by a desire to match mortarboards with dead poets society and good will hunting than by its own story . 
3893,0,"whatever the movie's sentimental , hypocritical lessons about sexism , its true colors come out in various wet t-shirt and shower scenes . "
7108,1, . . . there is enough originality in 'life' to distance it from the pack of paint-by-number romantic comedies that so often end up on cinema screens . 
9180,1,nettelbeck . . . has a pleasing way with a metaphor . 
10285,1,meant to reduce blake's philosophy into a tragic coming-of-age saga punctuated by bursts of animator todd mcfarlane's superhero dystopia . 
4546,0,the locale . . . remains far more interesting than the story at hand . 
2387,0,"some of seagal's action pictures are guilty pleasures , but this one is so formulaic that it seems to be on auto-pilot . "
10585,1,another best of the year selection . 
7586,1,the quirky and recessive charms of co-stars martin donovan and mary-louise parker help overcome the problematic script . 
9137,1,the santa clause 2 proves itself a more streamlined and thought out encounter than the original could ever have hoped to be . 
7246,1,"what eric schaeffer has accomplished with never again may not , strictly speaking , qualify as revolutionary . but it's defiantly and delightfully against the grain . "
9334,1,i have two words to say about reign of fire . great dragons ! 
3803,0,dense and enigmatic . . . elusive . . . stagy and stilted
2736,0,propelled not by characters but by caricatures . 
8467,1,"with lesser talents , high crimes would be entertaining , but forgettable . with freeman and judd , i'll at least remember their characters . "
6731,1,"further proof that the epicenter of cool , beautiful , thought-provoking foreign cinema is smack-dab in the middle of dubya's axis of evil . "
3097,0,"once she lets her love depraved leads meet , [denis'] story becomes a hopeless , unsatisfying muddle"
1308,0,"one problem with the movie , directed by joel schumacher , is that it jams too many prefabricated story elements into the running time . "
6874,1,the piece plays as well as it does thanks in large measure to anspaugh's three lead actresses . 
4566,0,the movie's vision of a white american zealously spreading a puritanical brand of christianity to south seas islanders is one only a true believer could relish . 
3080,0,i hate this movie
1566,0,i can't recommend it . but it's surprisingly harmless . 
9931,1,it's the kind of effectively creepy-scary thriller that has you fixating on a far corner of the screen at times because your nerves just can't take it any more . 
6794,1,"more romantic , more emotional and ultimately more satisfying than the teary-eyed original . "
4033,0,"tale will be all too familiar for anyone who's seen george roy hill's 1973 film , "" the sting . "" "
6147,1,"though the controversial korean filmmaker's latest effort is not for all tastes , it offers gorgeous imagery , effective performances , and an increasingly unsettling sense of foreboding . "
6636,1,beneath clouds is a succinct low-budget film whose compelling characters and intelligent script are exactly what was missing from rabbit-proof fence . 
10537,1,meticulously uncovers a trail of outrageous force and craven concealment . 
5660,1,"compelling revenge thriller , though somewhat weakened by a miscast leading lady . "
8801,1,"although the film boils down to a lightweight story about matchmaking , the characters make italian for beginners worth the journey"
2814,0,the film seems all but destined to pop up on a television screen in the background of a scene in a future quentin tarantino picture
2968,0,"though certainly original in form , altar boys requires a taste for swamp thing-type animation , doubled with a deafening score . "
311,0,they kept much of the plot but jettisoned the stuff that would make this a moving experience for people who haven't read the book . 
3233,0,"sandra bullock , despite downplaying her good looks , carries a little too much ain't- she-cute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff . "
7187,1,"the filmmakers want nothing else than to show us a good time , and in their cheap , b movie way , they succeed . "
10271,1,"dense , exhilarating documentary . "
5526,1, . . . there are enough moments of heartbreaking honesty to keep one glued to the screen . 
8015,1,"it's a film that's destined to win a wide summer audience through word-of-mouth reviews and , not far down the line , to find a place among the studio's animated classics . "
4165,0,it isn't that stealing harvard is a horrible movie—if only it were that grand a failure ! it's just that it's so not-at-all-good . and i expect much more from a talent as outstanding as director bruce mcculloch . 
6412,1,"here's yet another studio horror franchise mucking up its storyline with glitches casual fans could correct in their sleep . but taken as a stylish and energetic one-shot , the queen of the damned cannot be said to suck . "
5983,1,"though the plot is predictable , the movie never feels formulaic , because the attention is on the nuances of the emotional development of the delicate characters . "
6189,1,"rain is a small treasure , enveloping the viewer in a literal and spiritual torpor that is anything but cathartic . "
340,0,the entire movie is so formulaic and forgettable that it's hardly over before it begins to fade from memory . 
6454,1,leigh's film is full of memorable performances from top to bottom . 
7119,1,"there's back-stabbing , inter-racial desire and , most importantly , singing and dancing . "
5443,1,"it's this memory-as-identity obviation that gives secret life its intermittent unease , reaffirming that long-held illusions are indeed reality , and that erasing them recasts the self . "
7019,1,"the saigon of 1952 is an uneasy mix of sensual delights and simmering violence , and the quiet american brings us right into the center of that world . "
5374,1,the film makes a strong case for the importance of the musicians in creating the motown sound . 
769,0,"several uninteresting , unlikeable people do bad things to and with each other in "" unfaithful . "" why anyone who is not a character in this movie should care is beyond me . "
3967,0,the project's filmmakers forgot to include anything even halfway scary as they poorly rejigger fatal attraction into a high school setting . 
750,0,"this wretchedly unfunny wannabe comedy is inane and awful - no doubt , it's the worst movie i've seen this summer . "
10373,1,"in imax in short , it's just as wonderful on the big screen . "
1209,0,"instead of making his own style , director marcus adams just copies from various sources – good sources , bad mixture"
471,0,alarms for duvall's throbbing sincerity and his elderly propensity for patting people while he talks . 
2622,0,"message movie or an action-packed submarine spectacular ? alas , it's neither . "
4653,0,director jay russell weighs down his capricious fairy-tale with heavy sentiment and lightweight meaning . 
9006,1,"pipe dream does have its charms . the leads are natural and lovely , the pace is serene , the humor wry and sprightly . "
4563,0,"an exceptionally dreary and overwrought bit of work , every bit as imperious as katzenberg's the prince of egypt from 1998 . "
7273,1,"hardly an objective documentary , but it's great cinematic polemic . . . love moore or loathe him , you've got to admire . . . the intensity with which he's willing to express his convictions . "
10377,1,a deliciously nonsensical comedy about a city coming apart at its seams . 
911,0,odd and weird . 
9452,1,"it's consistently funny , in an irresistible junior-high way , and consistently free of any gag that would force you to give it a millisecond of thought . "
2519,0,lawrence preaches strictly to the converted . 
1526,0,"it believes it's revealing some great human truths , when , in reality , it's churning ground that has long passed the point of being fertile . "
2379,0,credibility sinks into a mire of sentiment . 
2852,0,"this isn't a "" friday "" worth waiting for . "
914,0,"shadyac , who belongs with the damned for perpetrating patch adams , trots out every ghost trick from the sixth sense to the mothman prophecies . "
6369,1,a loving little film of considerable appeal . 
3547,0,"call me a cold-hearted curmudgeon for not being able to enjoy a mindless action movie , but i believe a movie can be mindless without being the peak of all things insipid . "
7614,1,"for a movie audience , the hours doesn't connect in a neat way , but introduces characters who illuminate mysteries of sex , duty and love . "
9253,1,a cruelly funny twist on teen comedy packed with inventive cinematic tricks and an ironically killer soundtrack
1495,0,"full of flatulence jokes and mild sexual references , kung pow ! is the kind of movie that's critic-proof , simply because it aims so low . "
5673,1,an intriguing and entertaining introduction to johnson . 
71,0,so riddled with unanswered questions that it requires gargantuan leaps of faith just to watch it plod along . 
795,0,[a] stuporously solemn film . 
495,0,"the jokes are flat , and the action looks fake . "
7178,1,"an enjoyable , if occasionally flawed , experiment . "
215,0,"ver wiel's desperate attempt at wit is lost , leaving the character of critical jim two-dimensional and pointless . "
4482,0,"while serving sara does have a long way to go before it reaches the level of crudity in the latest austin powers extravaganza , there's nothing here to match that movie's intermittent moments of inspiration . "
2036,0,"meandering , sub-aquatic mess : it's so bad it's good , but only if you slide in on a freebie . "
2707,0,"k-19 may not hold a lot of water as a submarine epic , but it holds even less when it turns into an elegiacally soggy saving private ryanovich . "
8897,1,"as a girl-meets-girl romantic comedy , kissing jessica steinis quirky , charming and often hilarious . yet it's not quite the genre-busting film it's been hyped to be because it plays everything too safe . "
9696,1,"it has a dashing and resourceful hero ; a lisping , reptilian villain ; big fights ; big hair ; lavish period scenery ; and a story just complicated enough to let you bask in your own cleverness as you figure it out . "
8932,1,"how good this film might be , depends if you believe that the shocking conclusion is too much of a plunge or not . "
1450,0,essentially a collection of bits -- and they're all naughty . 
9462,1,"insightfully written , delicately performed"
3816,0,"what with the incessant lounge music playing in the film's background , you may mistake love liza for an adam sandler chanukah song . "
8417,1,"its gentle , touching story creeps into your heart . "
3375,0,"with more character development this might have been an eerie thriller ; with better payoffs , it could have been a thinking man's monster movie . "
1293,0,"it would be great to see this turd squashed under a truck , preferably a semi . "
9472,1,"a stylish but steady , and ultimately very satisfying , piece of character-driven storytelling . "
9305,1,"beautiful , cold , oddly colorful and just plain otherworldly , a freaky bit of art that's there to scare while we delight in the images . "
1964,0,may reawaken discussion of the kennedy assassination but this fictional film looks made for cable rather than for the big screen . 
9989,1," "" simone "" is a fun and funky look into an artificial creation in a world that thrives on artificiality . "
437,0,a generic international version of a typical american horror film . 
3594,0,one of those so-so films that could have been much better . 
6004,1,"the film hinges on its performances , and both leads are up to the task . "
8951,1,"the film , while not exactly assured in its execution , is notable for its sheer audacity and openness . "
5629,1,it's one of the saddest films i have ever seen that still manages to be uplifting but not overly sentimental . 
4739,0,the fourth in a series that i'll bet most parents had thought --hoped ! -- was a fad that had long since vanished . 
7750,1,"hard , endearing , caring , warm . bring tissues . "
9568,1,"beating the austin powers films at their own game , this blaxploitation spoof downplays the raunch in favor of gags that rely on the strength of their own cleverness as opposed to the extent of their outrageousness . "
3388,0,shankman . . . and screenwriter karen janszen bungle their way through the narrative as if it were a series of bible parables and not an actual story . 
1759,0,"given how heavy-handed and portent-heavy it is , this could be the worst thing soderbergh has ever done . "
8038,1,"it may not be a great piece of filmmaking , but its power comes from its soul's-eye view of how well-meaning patronizing masked a social injustice , at least as represented by this case . "
8139,1,"an undeniably gorgeous , terminally smitten document of a troubadour , his acolytes , and the triumph of his band . "
483,0,laggard drama wending its way to an uninspired philosophical epiphany . 
10323,1,a charming and funny story of clashing cultures and a clashing mother/daughter relationship . 
4294,0,"one well-timed explosion in a movie can be a knockout , but a hundred of them can be numbing . proof of this is ballistic : ecks vs . sever . "
2165,0,the sad thing about knockaround guys is its lame aspiration for grasping the coolness vibes when in fact the film isn't as flippant or slick as it thinks it is . 
4551,0,makes 98 minutes feel like three hours . 
8402,1,"be prepared to cling to the edge of your seat , tense with suspense . the ring never lets you off the hook . "
5462,1,"merely as a technical , logistical feat , russian ark marks a cinematic milestone . "
4155,0,"meandering and glacially paced , and often just plain dull . "
5711,1,murderous maids may well be the most comprehensive of these films and also strike closest to the truth . 
7352,1,"a smart , arch and rather cold-blooded comedy . "
2481,0, . . . watching this film nearly provoked me to take my own life . and if the hours wins 'best picture' i just might . 
5879,1,an uneven but intriguing drama that is part homage and part remake of the italian masterpiece . 
7678,1,"you emerge dazed , confused as to whether you've seen pornography or documentary . "
3831,0,"it's a brilliant , honest performance by nicholson , but the film is an agonizing bore except when the fantastic kathy bates turns up . bravado kathy ! "
3946,0,seems like someone going through the motions . 
7299,1,os universos de chuck barris e charlie kaufman são complementares . e igualmente fascinantes . 
417,0,"children of the century , though well dressed and well made , ultimately falls prey to the contradiction that afflicts so many movies about writers . "
8956,1,promises is one film that's truly deserving of its oscar nomination . 
5759,1,"stay clear of reminding yourself that it's a "" true story "" and you're likely to have one helluva time at the movies . "
6913,1,"with three excellent principal singers , a youthful and good-looking diva and tenor and richly handsome locations , it's enough to make you wish jacquot had left well enough alone and just filmed the opera without all these distortions of perspective . "
5384,1,"behind the snow games and lovable siberian huskies ( plus one sheep dog ) , the picture hosts a parka-wrapped dose of heart . "
5631,1,"even with all those rough edges safely sanded down , the american insomnia is still pretty darned good . "
5643,1,"post 9/11 the philosophical message of "" personal freedom first "" might not be as palatable as intended . "
228,0,by-the-numbers yarn . 
925,0,"it's got the brawn , but not the brains . "
412,0,there are enough throwaway references to faith and rainbows to plant smile-button faces on that segment of the populace that made a walk to remember a niche hit . 
9925,1,just watch bettany strut his stuff . you'll know a star when you see one . 
8575,1,an asian neo-realist treasure . 
5254,0,"purports to be a hollywood satire but winds up as the kind of film that should be the target of something deeper and more engaging . oh , and more entertaining , too . "
5113,0,a sha-na-na sketch punctuated with graphic violence . 
4433,0,"a bizarre piece of work , with premise and dialogue at the level of kids' television and plot threads as morose as teen pregnancy , rape and suspected murder"
6861,1,"its maker , steven spielberg , hasn't had so much fun in two decades , since he was schlepping indiana jones around the globe in search of a giant misplaced ashtray . "
7825,1,"see it now , before the inevitable hollywood remake flattens out all its odd , intriguing wrinkles . "
3632,0,"as predictable as the outcome of a globetrotters-generals game , juwanna mann is even more ludicrous than you'd expect from the guy-in-a-dress genre , and a personal low for everyone involved . "
2779,0,"the new faces are interesting , but the old story isn't , especially when it starts to seem more improvised than scripted . "
7442,1,you won't have any trouble getting kids to eat up these veggies . 
4933,0,"certainly beautiful to look at , but its not very informative about its titular character and no more challenging than your average television biopic . "
4901,0,"adroit but finally a trifle flat , mad love doesn't galvanize its outrage the way , say , jane campion might have done , but at least it possesses some . "
8537,1,"none of his actors stand out , but that's less of a problem here than it would be in another film : characterization matters less than atmosphere . "
3978,0,"while this film has an 'a' list cast and some strong supporting players , the tale -- like its central figure , vivi -- is just a little bit hard to love . "
8957,1,what bubbles up out of john c . walsh's pipe dream is the distinct and very welcome sense of watching intelligent people making a movie they might actually want to watch . 
6418,1,"a celebration of quirkiness , eccentricity , and certain individuals' tendency to let it all hang out , and damn the consequences . "
7224,1,an entertaining documentary that freshly considers arguments the bard's immortal plays were written by somebody else . 
7902,1,a low-key labor of love that strikes a very resonant chord . 
4526,0,"the animation is competent , and some of the gags are quite funny , but jonah . . . never shakes the oppressive , morally superior good-for-you quality that almost automatically accompanies didactic entertainment . "
3042,0,"'abandon all hope , ye who enter here' . . . you should definitely let dante's gloomy words be your guide . "
4349,0,"no one can doubt the filmmakers' motives , but the guys still feels counterproductive . "
8059,1,"delivers the sexy razzle-dazzle that everyone , especially movie musical fans , has been hoping for . "
62,0,the characters are never more than sketches . . . which leaves any true emotional connection or identification frustratingly out of reach . 
6986,1,a no-holds-barred cinematic treat . 
7279,1,mr . spielberg and his company just want you to enjoy yourselves without feeling conned . and they succeed merrily at their noble endeavor . 
2686,0,"a recipe for cinematic disaster . . . part quentin tarantino , part guy ritchie , and part 1960s spy spoof , it's all bad . "
4184,0,chalk it up as the worst kind of hubristic folly . 
6600,1,"awesome creatures , breathtaking scenery , and epic battle scenes add up to another 'spectacular spectacle . '"
3564,0,"perhaps a better celebration of these unfairly dismissed heroes would be a film that isn't this painfully forced , false and fabricated . "
3170,0,"[i]t's certainly laudable that the movie deals with hot-button issues in a comedic context , but barbershop isn't as funny as it should be . "
1498,0,"a dark , dull thriller with a parting shot that misfires . "
6244,1,"from spiritual rebirth to bruising defeat , vincent's odyssey resonates in a profound way , comparable to the classic films of jean renoir . "
6036,1,"there's not much more to this adaptation of the nick hornby novel than charm -- effortless , pleasurable , featherweight charm . "
3387,0,i don't think this movie loves women at all . 
9718,1,"if it's not entirely memorable , the movie is certainly easy to watch . "
10408,1,"the film is . . . determined to treat its characters , weak and strong , as fallible human beings , not caricatures , and to carefully delineate the cost of the inevitable conflicts between human urges and an institution concerned with self-preservation . "
861,0,charlize chases kevin with a gun . courtney chases stuart with a cell phone . the sound of gunfire and cell phones ringing . 
6536,1,it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons . 
5782,1,disturbing and brilliant documentary . 
4286,0,"instead of letting the laughs come as they may , lawrence unleashes his trademark misogyny -- er , comedy -- like a human volcano or an overflowing septic tank , take your pick . "
563,0,an exhausting family drama about a porcelain empire and just as hard a flick as its subject matter . 
6664,1,"holy mad maniac in a mask , splat-man ! good old-fashioned slash-and-hack is back ! "
